,year,sex,suicides_no,population,suicides/100k pop,HDI for year,gdp_per_capita,generation,gdp_for_year
444,2002,0,0,7196,0.0,0.0,10499,4,814615333.0
445,2002,0,0,8155,0.0,0.0,10499,2,814615333.0
446,2002,0,0,11760,0.0,0.0,10499,0,814615333.0
447,2002,0,0,8408,0.0,0.0,10499,4,814615333.0
448,2002,0,0,4050,0.0,0.0,10499,5,814615333.0
449,2002,0,0,1547,0.0,0.0,10499,5,814615333.0
450,2002,1,0,6416,0.0,0.0,10499,4,814615333.0
451,2002,1,0,6921,0.0,0.0,10499,2,814615333.0
452,2002,1,0,10604,0.0,0.0,10499,0,814615333.0
453,2002,1,0,7980,0.0,0.0,10499,4,814615333.0
454,2002,1,0,3527,0.0,0.0,10499,5,814615333.0
455,2002,1,0,1024,0.0,0.0,10499,5,814615333.0
456,2003,1,1,3594,27.82,0.0,10878,5,855643111.0
457,2003,0,0,7454,0.0,0.0,10878,4,855643111.0
458,2003,0,0,7831,0.0,0.0,10878,2,855643111.0
459,2003,0,0,12129,0.0,0.0,10878,0,855643111.0
460,2003,0,0,8423,0.0,0.0,10878,4,855643111.0
461,2003,0,0,4054,0.0,0.0,10878,5,855643111.0
462,2003,0,0,1583,0.0,0.0,10878,5,855643111.0
463,2003,1,0,6730,0.0,0.0,10878,4,855643111.0
464,2003,1,0,6734,0.0,0.0,10878,2,855643111.0
465,2003,1,0,10997,0.0,0.0,10878,0,855643111.0
466,2003,1,0,8061,0.0,0.0,10878,4,855643111.0
467,2003,1,0,1068,0.0,0.0,10878,5,855643111.0
468,2004,1,1,3665,27.29,0.0,11535,5,919577148.0
469,2004,1,1,11406,8.77,0.0,11535,0,919577148.0
470,2004,0,0,7648,0.0,0.0,11535,4,919577148.0
471,2004,0,0,7531,0.0,0.0,11535,2,919577148.0
472,2004,0,0,12492,0.0,0.0,11535,0,919577148.0
473,2004,0,0,8488,0.0,0.0,11535,4,919577148.0
474,2004,0,0,4088,0.0,0.0,11535,5,919577148.0
475,2004,0,0,1590,0.0,0.0,11535,5,919577148.0
476,2004,1,0,6968,0.0,0.0,11535,4,919577148.0
477,2004,1,0,6556,0.0,0.0,11535,2,919577148.0
478,2004,1,0,8196,0.0,0.0,11535,4,919577148.0
479,2004,1,0,1094,0.0,0.0,11535,5,919577148.0
480,2005,0,0,7780,0.0,0.0,12649,4,1022191296.0
481,2005,0,0,7327,0.0,0.0,12649,2,1022191296.0
482,2005,0,0,12835,0.0,0.0,12649,0,1022191296.0
483,2005,0,0,8584,0.0,0.0,12649,4,1022191296.0
484,2005,0,0,4157,0.0,0.0,12649,5,1022191296.0
485,2005,0,0,1575,0.0,0.0,12649,5,1022191296.0
486,2005,1,0,7113,0.0,0.0,12649,4,1022191296.0
487,2005,1,0,6444,0.0,0.0,12649,2,1022191296.0
488,2005,1,0,11778,0.0,0.0,12649,0,1022191296.0
489,2005,1,0,8358,0.0,0.0,12649,4,1022191296.0
490,2005,1,0,3748,0.0,0.0,12649,5,1022191296.0
491,2005,1,0,1110,0.0,0.0,12649,5,1022191296.0
492,2006,0,0,7902,0.0,0.0,14114,4,1157005444.0
493,2006,0,0,7098,0.0,0.0,14114,2,1157005444.0
494,2006,0,0,13374,0.0,0.0,14114,0,1157005444.0
495,2006,0,0,8571,0.0,0.0,14114,4,1157005444.0
496,2006,0,0,4256,0.0,0.0,14114,5,1157005444.0
497,2006,0,0,1573,0.0,0.0,14114,5,1157005444.0
498,2006,1,0,7239,0.0,0.0,14114,4,1157005444.0
499,2006,1,0,6319,0.0,0.0,14114,2,1157005444.0
500,2006,1,0,12202,0.0,0.0,14114,0,1157005444.0
501,2006,1,0,8485,0.0,0.0,14114,4,1157005444.0
502,2006,1,0,3847,0.0,0.0,14114,5,1157005444.0
503,2006,1,0,1107,0.0,0.0,14114,5,1157005444.0
504,2007,1,1,12530,7.98,0.0,15775,0,1311401333.0
505,2007,0,0,8013,0.0,0.0,15775,4,1311401333.0
506,2007,0,0,6962,0.0,0.0,15775,2,1311401333.0
507,2007,0,0,13860,0.0,0.0,15775,0,1311401333.0
508,2007,0,0,8555,0.0,0.0,15775,3,1311401333.0
509,2007,0,0,4400,0.0,0.0,15775,5,1311401333.0
510,2007,0,0,1568,0.0,0.0,15775,5,1311401333.0
511,2007,1,0,7330,0.0,0.0,15775,4,1311401333.0
512,2007,1,0,6267,0.0,0.0,15775,2,1311401333.0
513,2007,1,0,8564,0.0,0.0,15775,3,1311401333.0
514,2007,1,0,3988,0.0,0.0,15775,5,1311401333.0
515,2007,1,0,1094,0.0,0.0,15775,5,1311401333.0
516,2008,0,0,8108,0.0,0.0,16238,4,1368431037.0
517,2008,0,0,6910,0.0,0.0,16238,2,1368431037.0
518,2008,0,0,14278,0.0,0.0,16238,0,1368431037.0
519,2008,0,0,8537,0.0,0.0,16238,3,1368431037.0
520,2008,0,0,4587,0.0,0.0,16238,5,1368431037.0
521,2008,0,0,1567,0.0,0.0,16238,5,1368431037.0
522,2008,1,0,7404,0.0,0.0,16238,4,1368431037.0
523,2008,1,0,6274,0.0,0.0,16238,2,1368431037.0
524,2008,1,0,12782,0.0,0.0,16238,0,1368431037.0
525,2008,1,0,8599,0.0,0.0,16238,3,1368431037.0
526,2008,1,0,4158,0.0,0.0,16238,5,1368431037.0
527,2008,1,0,1069,0.0,0.0,16238,5,1368431037.0
528,2009,0,0,8199,0.0,0.0,14335,4,1224253000.0
529,2009,0,0,6917,0.0,0.0,14335,2,1224253000.0
530,2009,0,0,14629,0.0,0.0,14335,0,1224253000.0
531,2009,0,0,8514,0.0,0.0,14335,3,1224253000.0
532,2009,0,0,4793,0.0,0.0,14335,5,1224253000.0
533,2009,0,0,1571,0.0,0.0,14335,5,1224253000.0
534,2009,1,0,7489,0.0,0.0,14335,4,1224253000.0
535,2009,1,0,6325,0.0,0.0,14335,2,1224253000.0
536,2009,1,0,12978,0.0,0.0,14335,0,1224253000.0
537,2009,1,0,8599,0.0,0.0,14335,3,1224253000.0
538,2009,1,0,4349,0.0,0.0,14335,5,1224253000.0
539,2009,1,0,1042,0.0,0.0,14335,5,1224253000.0
540,2012,0,0,8435,0.0,0.781,13657,4,1211411704.0
541,2012,0,0,7215,0.0,0.781,13657,4,1211411704.0
542,2012,0,0,15193,0.0,0.781,13657,2,1211411704.0
543,2012,0,0,8401,0.0,0.781,13657,3,1211411704.0
544,2012,0,0,5512,0.0,0.781,13657,0,1211411704.0
545,2012,0,0,1625,0.0,0.781,13657,5,1211411704.0
546,2012,1,0,7893,0.0,0.781,13657,4,1211411704.0
547,2012,1,0,6629,0.0,0.781,13657,4,1211411704.0
548,2012,1,0,13280,0.0,0.781,13657,2,1211411704.0
549,2012,1,0,8475,0.0,0.781,13657,3,1211411704.0
550,2012,1,0,4994,0.0,0.781,13657,0,1211411704.0
551,2012,1,0,1051,0.0,0.781,13657,5,1211411704.0
552,2013,0,0,8494,0.0,0.781,13287,4,1192925407.0
553,2013,0,0,7397,0.0,0.781,13287,4,1192925407.0
554,2013,0,0,15236,0.0,0.781,13287,2,1192925407.0
555,2013,0,0,8353,0.0,0.781,13287,3,1192925407.0
556,2013,0,0,5787,0.0,0.781,13287,0,1192925407.0
557,2013,0,0,1652,0.0,0.781,13287,5,1192925407.0
558,2013,1,0,8061,0.0,0.781,13287,4,1192925407.0
559,2013,1,0,6782,0.0,0.781,13287,4,1192925407.0
560,2013,1,0,13302,0.0,0.781,13287,2,1192925407.0
561,2013,1,0,8405,0.0,0.781,13287,3,1192925407.0
562,2013,1,0,5238,0.0,0.781,13287,0,1192925407.0
563,2013,1,0,1072,0.0,0.781,13287,5,1192925407.0
564,2014,0,0,8537,0.0,0.783,14093,4,1280133333.0
565,2014,0,0,7578,0.0,0.783,14093,4,1280133333.0
566,2014,0,0,15273,0.0,0.783,14093,2,1280133333.0
567,2014,0,0,8296,0.0,0.783,14093,3,1280133333.0
568,2014,0,0,6085,0.0,0.783,14093,0,1280133333.0
569,2014,0,0,1686,0.0,0.783,14093,5,1280133333.0
570,2014,1,0,8208,0.0,0.783,14093,4,1280133333.0
571,2014,1,0,6928,0.0,0.783,14093,4,1280133333.0
572,2014,1,0,13325,0.0,0.783,14093,2,1280133333.0
573,2014,1,0,8335,0.0,0.783,14093,3,1280133333.0
574,2014,1,0,5503,0.0,0.783,14093,0,1280133333.0
575,2014,1,0,1083,0.0,0.783,14093,5,1280133333.0
576,2015,0,1,6403,15.62,0.0,14853,0,1364863037.0
577,2015,0,0,8561,0.0,0.0,14853,4,1364863037.0
578,2015,0,0,7740,0.0,0.0,14853,4,1364863037.0
579,2015,0,0,15323,0.0,0.0,14853,2,1364863037.0
580,2015,0,0,8239,0.0,0.0,14853,3,1364863037.0
581,2015,0,0,1724,0.0,0.0,14853,5,1364863037.0
582,2015,1,0,8331,0.0,0.0,14853,4,1364863037.0
583,2015,1,0,7059,0.0,0.0,14853,4,1364863037.0
584,2015,1,0,13370,0.0,0.0,14853,2,1364863037.0
585,2015,1,0,8268,0.0,0.0,14853,3,1364863037.0
586,2015,1,0,5784,0.0,0.0,14853,0,1364863037.0
587,2015,1,0,1087,0.0,0.0,14853,5,1364863037.0
588,1985,1,202,363000,55.65,0.694,3264,1,88416668900.0
589,1985,1,485,1997000,24.29,0.694,3264,1,88416668900.0
590,1985,1,414,3346300,12.37,0.694,3264,5,88416668900.0
591,1985,0,210,2304000,9.11,0.694,3264,1,88416668900.0
592,1985,1,177,2234200,7.92,0.694,3264,0,88416668900.0
593,1985,0,41,537000,7.64,0.694,3264,1,88416668900.0
594,1985,1,156,2415200,6.46,0.694,3264,2,88416668900.0
595,1985,0,142,3355300,4.23,0.694,3264,5,88416668900.0
596,1985,0,65,2185200,2.97,0.694,3264,0,88416668900.0
597,1985,0,69,2354200,2.93,0.694,3264,2,88416668900.0
598,1985,1,16,3044200,0.53,0.694,3264,2,88416668900.0
599,1985,0,11,2955200,0.37,0.694,3264,2,88416668900.0
600,1986,1,230,365000,63.01,0.0,4072,1,110934442763.0
601,1986,1,530,2008300,26.39,0.0,4072,1,110934442763.0
602,1986,1,478,3365200,14.2,0.0,4072,5,110934442763.0
603,1986,1,209,2246900,9.3,0.0,4072,0,110934442763.0
604,1986,0,48,540200,8.89,0.0,4072,1,110934442763.0
605,1986,0,201,2317100,8.67,0.0,4072,1,110934442763.0
606,1986,1,186,2428900,7.66,0.0,4072,2,110934442763.0
607,1986,0,188,3374300,5.57,0.0,4072,5,110934442763.0
608,1986,0,96,2197600,4.37,0.0,4072,0,110934442763.0
609,1986,0,101,2367600,4.27,0.0,4072,2,110934442763.0
610,1986,1,10,3061400,0.33,0.0,4072,2,110934442763.0
611,1986,0,7,2971900,0.24,0.0,4072,2,110934442763.0
612,1987,1,200,369800,54.08,0.0,4026,1,111106191358.0
613,1987,1,532,2034500,26.15,0.0,4026,1,111106191358.0
614,1987,1,482,3409100,14.14,0.0,4026,5,111106191358.0
615,1987,0,57,547000,10.42,0.0,4026,1,111106191358.0
616,1987,0,224,2347300,9.54,0.0,4026,1,111106191358.0
617,1987,1,192,2276200,8.44,0.0,4026,0,111106191358.0
618,1987,1,179,2460600,7.27,0.0,4026,2,111106191358.0
619,1987,0,209,3418300,6.11,0.0,4026,5,111106191358.0
620,1987,0,89,2226200,4.0,0.0,4026,0,111106191358.0
621,1987,0,93,2398400,3.88,0.0,4026,2,111106191358.0
622,1987,1,15,3101300,0.48,0.0,4026,2,111106191358.0
623,1987,0,14,3010700,0.47,0.0,4026,2,111106191358.0
624,1988,1,216,392000,55.1,0.0,4458,1,126206817196.0
625,1988,1,550,2079000,26.46,0.0,4458,1,126206817196.0
626,1988,1,477,3503000,13.62,0.0,4458,5,126206817196.0
627,1988,0,61,602000,10.13,0.0,4458,1,126206817196.0
628,1988,0,233,2412000,9.66,0.0,4458,1,126206817196.0
629,1988,1,215,2276000,9.45,0.0,4458,0,126206817196.0
630,1988,1,211,2524000,8.36,0.0,4458,2,126206817196.0
631,1988,0,198,3508000,5.64,0.0,4458,5,126206817196.0
632,1988,0,101,2459000,4.11,0.0,4458,2,126206817196.0
633,1988,0,61,2228000,2.74,0.0,4458,0,126206817196.0
634,1988,1,20,3210000,0.62,0.0,4458,2,126206817196.0
635,1988,0,11,3115000,0.35,0.0,4458,2,126206817196.0
636,1989,1,208,400000,52.0,0.0,2670,1,76636898036.0
637,1989,1,548,2105000,26.03,0.0,2670,1,76636898036.0
638,1989,1,462,3561000,12.97,0.0,2670,5,76636898036.0
639,1989,0,65,622000,10.45,0.0,2670,1,76636898036.0
640,1989,1,219,2287000,9.58,0.0,2670,0,76636898036.0
641,1989,0,201,2446000,8.22,0.0,2670,1,76636898036.0
642,1989,1,186,2575000,7.22,0.0,2670,2,76636898036.0
643,1989,0,166,3563000,4.66,0.0,2670,5,76636898036.0
644,1989,0,83,2240000,3.71,0.0,2670,0,76636898036.0
645,1989,0,80,2509000,3.19,0.0,2670,2,76636898036.0
646,1989,1,18,3245000,0.55,0.0,2670,2,76636898036.0
647,1989,0,11,3149000,0.35,0.0,2670,2,76636898036.0
648,1990,1,226,411100,54.97,0.705,4859,1,141352368715.0
649,1990,1,502,2128000,23.59,0.705,4859,1,141352368715.0
650,1990,1,439,3619000,12.13,0.705,4859,5,141352368715.0
651,1990,0,61,643000,9.49,0.705,4859,1,141352368715.0
652,1990,1,182,2297000,7.92,0.705,4859,0,141352368715.0
653,1990,0,190,2477000,7.67,0.705,4859,1,141352368715.0
654,1990,1,174,2635000,6.6,0.705,4859,2,141352368715.0
655,1990,0,163,3622000,4.5,0.705,4859,5,141352368715.0
656,1990,0,91,2568000,3.54,0.705,4859,2,141352368715.0
657,1990,0,76,2251000,3.38,0.705,4859,0,141352368715.0
658,1990,1,22,3269000,0.67,0.705,4859,2,141352368715.0
659,1990,0,14,3171000,0.44,0.705,4859,2,141352368715.0
660,1991,1,184,396000,46.46,0.0,6404,1,189719984268.0
661,1991,1,449,2130000,21.08,0.0,6404,5,189719984268.0
662,1991,1,398,3580000,11.12,0.0,6404,0,189719984268.0
663,1991,1,214,2277000,9.4,0.0,6404,0,189719984268.0
664,1991,0,50,658000,7.6,0.0,6404,1,189719984268.0
665,1991,0,169,2508000,6.74,0.0,6404,5,189719984268.0
666,1991,1,179,2738000,6.54,0.0,6404,2,189719984268.0
667,1991,0,133,3691000,3.6,0.0,6404,0,189719984268.0
668,1991,0,77,2310000,3.33,0.0,6404,0,189719984268.0
669,1991,0,61,2689000,2.27,0.0,6404,2,189719984268.0
670,1991,1,28,3369000,0.83,0.0,6404,4,189719984268.0
671,1991,0,9,3277000,0.27,0.0,6404,4,189719984268.0
672,1992,1,194,404900,47.91,0.0,7615,1,228788617202.0
673,1992,1,500,2150500,23.25,0.0,7615,5,228788617202.0
674,1992,1,488,3616600,13.49,0.0,7615,0,228788617202.0
675,1992,1,227,2306200,9.84,0.0,7615,0,228788617202.0
676,1992,1,249,2834100,8.79,0.0,7615,2,228788617202.0
677,1992,0,46,678000,6.78,0.0,7615,1,228788617202.0
678,1992,0,147,2538400,5.79,0.0,7615,5,228788617202.0
679,1992,0,140,3755500,3.73,0.0,7615,0,228788617202.0
680,1992,0,79,2329100,3.39,0.0,7615,0,228788617202.0
681,1992,0,79,2783500,2.84,0.0,7615,2,228788617202.0
682,1992,1,22,3371800,0.65,0.0,7615,4,228788617202.0
683,1992,0,13,3276800,0.4,0.0,7615,4,228788617202.0
684,1993,1,229,413600,55.37,0.0,7768,1,236741715015.0
685,1993,1,520,2171500,23.95,0.0,7768,5,236741715015.0
686,1993,1,495,3672300,13.48,0.0,7768,0,236741715015.0
687,1993,1,233,2336300,9.97,0.0,7768,0,236741715015.0
688,1993,0,58,698400,8.3,0.0,7768,1,236741715015.0
689,1993,1,235,2932300,8.01,0.0,7768,2,236741715015.0
690,1993,0,126,2568300,4.91,0.0,7768,5,236741715015.0
691,1993,0,144,3820400,3.77,0.0,7768,0,236741715015.0
692,1993,0,76,2347800,3.24,0.0,7768,0,236741715015.0
693,1993,0,73,2879300,2.54,0.0,7768,2,236741715015.0
694,1993,1,25,3367500,0.74,0.0,7768,4,236741715015.0
695,1993,0,16,3269800,0.49,0.0,7768,4,236741715015.0
696,1994,1,192,423100,45.38,0.0,8328,1,257440000000.0
697,1994,1,509,2192500,23.22,0.0,8328,5,257440000000.0
698,1994,1,527,3729600,14.13,0.0,8328,0,257440000000.0
699,1994,1,226,2369000,9.54,0.0,8328,0,257440000000.0
700,1994,1,250,3027200,8.26,0.0,8328,2,257440000000.0
701,1994,0,135,2597400,5.2,0.0,8328,5,257440000000.0
702,1994,0,34,719700,4.72,0.0,8328,1,257440000000.0
703,1994,0,160,3885600,4.12,0.0,8328,0,257440000000.0
704,1994,0,98,2971300,3.3,0.0,8328,2,257440000000.0
705,1994,0,72,2369900,3.04,0.0,8328,0,257440000000.0
706,1994,1,27,3363000,0.8,0.0,8328,4,257440000000.0
707,1994,0,11,3262900,0.34,0.0,8328,4,257440000000.0
708,1995,1,190,433800,43.8,0.731,8232,1,258031750000.0
709,1995,1,515,2214000,23.26,0.731,8232,5,258031750000.0
710,1995,1,485,3787800,12.8,0.731,8232,0,258031750000.0
711,1995,1,218,2404900,9.06,0.731,8232,2,258031750000.0
712,1995,1,277,3112100,8.9,0.731,8232,2,258031750000.0
713,1995,0,49,742200,6.6,0.731,8232,1,258031750000.0
714,1995,0,134,2625900,5.1,0.731,8232,5,258031750000.0
715,1995,0,139,3950100,3.52,0.731,8232,0,258031750000.0
716,1995,0,101,3053300,3.31,0.731,8232,2,258031750000.0
717,1995,0,62,2396900,2.59,0.731,8232,2,258031750000.0
718,1995,0,19,3261100,0.58,0.731,8232,4,258031750000.0
719,1995,1,15,3363300,0.45,0.731,8232,4,258031750000.0
720,1996,1,189,445800,42.4,0.0,8563,1,272149750000.0
721,1996,1,464,2235900,20.75,0.0,8563,5,272149750000.0
722,1996,1,524,3847300,13.62,0.0,8563,0,272149750000.0
723,1996,1,226,2442900,9.25,0.0,8563,2,272149750000.0
724,1996,1,280,3185600,8.79,0.0,8563,2,272149750000.0
725,1996,0,59,766100,7.7,0.0,8563,1,272149750000.0
726,1996,0,131,2653800,4.94,0.0,8563,5,272149750000.0
727,1996,0,176,4014100,4.38,0.0,8563,0,272149750000.0
728,1996,0,105,3123600,3.36,0.0,8563,2,272149750000.0
729,1996,0,52,2428400,2.14,0.0,8563,2,272149750000.0
730,1996,1,14,3370400,0.42,0.0,8563,4,272149750000.0
731,1996,0,9,3266800,0.28,0.0,8563,4,272149750000.0
732,1997,1,195,490152,39.78,0.0,9057,1,292859000000.0
733,1997,1,457,2252148,20.29,0.0,9057,5,292859000000.0
734,1997,1,501,3934581,12.73,0.0,9057,0,292859000000.0
735,1997,1,213,2460112,8.66,0.0,9057,2,292859000000.0
736,1997,1,260,3198193,8.13,0.0,9057,2,292859000000.0
737,1997,0,47,854095,5.5,0.0,9057,1,292859000000.0
738,1997,0,131,2668528,4.91,0.0,9057,5,292859000000.0
739,1997,0,165,4083427,4.04,0.0,9057,0,292859000000.0
740,1997,0,113,3161000,3.57,0.0,9057,2,292859000000.0
741,1997,0,72,2474330,2.91,0.0,9057,2,292859000000.0
742,1997,1,19,3429860,0.55,0.0,9057,4,292859000000.0
743,1997,0,11,3327355,0.33,0.0,9057,4,292859000000.0
744,1998,1,201,504164,39.87,0.0,9126,1,298948250000.0
745,1998,1,518,2274972,22.77,0.0,9126,5,298948250000.0
746,1998,1,508,3990829,12.73,0.0,9126,0,298948250000.0
747,1998,1,327,3243944,10.08,0.0,9126,2,298948250000.0
748,1998,1,251,2497189,10.05,0.0,9126,2,298948250000.0
749,1998,0,53,883724,6.0,0.0,9126,1,298948250000.0
750,1998,0,140,2696429,5.19,0.0,9126,5,298948250000.0
751,1998,0,114,3200362,3.56,0.0,9126,2,298948250000.0
752,1998,0,147,4143203,3.55,0.0,9126,0,298948250000.0
753,1998,0,52,2512005,2.07,0.0,9126,2,298948250000.0
754,1998,0,20,3353473,0.6,0.0,9126,4,298948250000.0
755,1998,1,16,3456965,0.46,0.0,9126,4,298948250000.0
756,1999,1,204,515800,39.55,0.0,8546,1,283523000000.0
757,1999,1,540,2301840,23.46,0.0,8546,5,283523000000.0
758,1999,1,545,4045105,13.47,0.0,8546,0,283523000000.0
759,1999,1,355,3279728,10.82,0.0,8546,2,283523000000.0
760,1999,1,265,2543861,10.42,0.0,8546,2,283523000000.0
761,1999,0,137,2727054,5.02,0.0,8546,5,283523000000.0
762,1999,0,44,912898,4.82,0.0,8546,1,283523000000.0
763,1999,0,141,4200203,3.36,0.0,8546,0,283523000000.0
764,1999,0,101,3229424,3.13,0.0,8546,2,283523000000.0
765,1999,0,50,2559176,1.95,0.0,8546,2,283523000000.0
766,1999,1,21,3482230,0.6,0.0,8546,4,283523000000.0
767,1999,0,20,3377543,0.59,0.0,8546,4,283523000000.0
768,2000,1,232,525161,44.18,0.762,8462,1,284203750000.0
769,2000,1,602,2333377,25.8,0.762,8462,5,284203750000.0
770,2000,1,578,4096814,14.11,0.762,8462,0,284203750000.0
771,2000,1,463,3306109,14.0,0.762,8462,2,284203750000.0
772,2000,1,331,2602314,12.72,0.762,8462,2,284203750000.0
773,2000,0,133,2760512,4.82,0.762,8462,5,284203750000.0
774,2000,0,43,941957,4.56,0.762,8462,1,284203750000.0
775,2000,0,174,4253771,4.09,0.762,8462,0,284203750000.0
776,2000,0,116,3249247,3.57,0.762,8462,2,284203750000.0
777,2000,0,63,2617723,2.41,0.762,8462,2,284203750000.0
778,2000,0,21,3396135,0.62,0.762,8462,4,284203750000.0
779,2000,1,18,3502413,0.51,0.762,8462,4,284203750000.0
780,2001,1,250,547473,45.66,0.0,7900,5,268696750000.0
781,2001,1,659,2358654,27.94,0.0,7900,5,268696750000.0
782,2001,1,518,3325440,15.58,0.0,7900,4,268696750000.0
783,2001,1,625,4145861,15.08,0.0,7900,0,268696750000.0
784,2001,1,375,2675285,14.02,0.0,7900,2,268696750000.0
785,2001,0,57,978346,5.83,0.0,7900,5,268696750000.0
786,2001,0,166,3262682,5.09,0.0,7900,4,268696750000.0
787,2001,0,137,2788628,4.91,0.0,7900,5,268696750000.0
788,2001,0,210,4306817,4.88,0.0,7900,0,268696750000.0
789,2001,0,82,2690206,3.05,0.0,7900,2,268696750000.0
790,2001,1,29,3519935,0.82,0.0,7900,4,268696750000.0
791,2001,0,24,3411619,0.7,0.0,7900,4,268696750000.0
792,2002,1,234,566447,41.31,0.0,2840,5,97724004252.0
793,2002,1,615,2387478,25.76,0.0,2840,5,97724004252.0
794,2002,1,542,3331708,16.27,0.0,2840,4,97724004252.0
795,2002,1,412,2758283,14.94,0.0,2840,2,97724004252.0
796,2002,1,619,4191889,14.77,0.0,2840,0,97724004252.0
797,2002,0,179,2819507,6.35,0.0,2840,5,97724004252.0
798,2002,0,58,1012399,5.73,0.0,2840,5,97724004252.0
799,2002,0,158,3263542,4.84,0.0,2840,4,97724004252.0
800,2002,0,194,4355651,4.45,0.0,2840,0,97724004252.0
801,2002,0,91,2772560,3.28,0.0,2840,2,97724004252.0
802,2002,1,37,3529201,1.05,0.0,2840,4,97724004252.0
803,2002,0,23,3418842,0.67,0.0,2840,4,97724004252.0
804,2003,1,272,581842,46.75,0.0,3668,5,127586973492.0
805,2003,1,577,2420864,23.83,0.0,3668,5,127586973492.0
806,2003,1,638,3331226,19.15,0.0,3668,4,127586973492.0
807,2003,1,456,2845955,16.02,0.0,3668,2,127586973492.0
808,2003,1,625,4237124,14.75,0.0,3668,0,127586973492.0
809,2003,0,68,1044188,6.51,0.0,3668,5,127586973492.0
810,2003,0,179,3258029,5.49,0.0,3668,4,127586973492.0
811,2003,0,147,2854473,5.15,0.0,3668,5,127586973492.0
812,2003,0,196,4402438,4.45,0.0,3668,0,127586973492.0
813,2003,0,69,2859003,2.41,0.0,3668,2,127586973492.0
814,2003,1,37,3531507,1.05,0.0,3668,4,127586973492.0
815,2003,0,25,3419258,0.73,0.0,3668,4,127586973492.0
816,2004,1,227,593409,38.25,0.0,4683,5,164657930453.0
817,2004,1,500,2459960,20.33,0.0,4683,5,164657930453.0
818,2004,1,653,3333328,19.59,0.0,4683,4,164657930453.0
819,2004,1,445,2930079,15.19,0.0,4683,2,164657930453.0
820,2004,1,599,4284709,13.98,0.0,4683,0,164657930453.0
821,2004,0,159,3255244,4.88,0.0,4683,4,164657930453.0
822,2004,0,136,2895423,4.7,0.0,4683,5,164657930453.0
823,2004,0,50,1073648,4.66,0.0,4683,5,164657930453.0
824,2004,0,185,4450210,4.16,0.0,4683,0,164657930453.0
825,2004,0,99,2940630,3.37,0.0,4683,2,164657930453.0
826,2004,1,43,3530061,1.22,0.0,4683,4,164657930453.0
827,2004,0,25,3416244,0.73,0.0,4683,4,164657930453.0
828,2005,1,225,601176,37.43,0.775,5590,5,198737095012.0
829,2005,1,489,2505136,19.52,0.775,5590,5,198737095012.0
830,2005,1,638,3343414,19.08,0.775,5590,4,198737095012.0
831,2005,1,451,3004991,15.01,0.775,5590,2,198737095012.0
832,2005,1,539,4336453,12.43,0.775,5590,0,198737095012.0
833,2005,0,161,2943135,5.47,0.775,5590,5,198737095012.0
834,2005,0,59,1101024,5.36,0.775,5590,5,198737095012.0
835,2005,0,148,3260468,4.54,0.775,5590,4,198737095012.0
836,2005,0,171,4500787,3.8,0.775,5590,0,198737095012.0
837,2005,0,104,3011376,3.45,0.775,5590,2,198737095012.0
838,2005,1,52,3528848,1.47,0.775,5590,4,198737095012.0
839,2005,0,21,3413809,0.62,0.775,5590,4,198737095012.0
840,2006,1,246,620010,39.68,0.0,6475,5,232557260817.0
841,2006,1,656,3357424,19.54,0.0,6475,4,232557260817.0
842,2006,1,487,2540712,19.17,0.0,6475,5,232557260817.0
843,2006,1,483,3068991,15.74,0.0,6475,2,232557260817.0
844,2006,1,585,4383730,13.34,0.0,6475,0,232557260817.0
845,2006,0,175,3271703,5.35,0.0,6475,4,232557260817.0
846,2006,0,115,2983954,3.85,0.0,6475,5,232557260817.0
847,2006,0,160,4549471,3.52,0.0,6475,0,232557260817.0
848,2006,0,105,3070419,3.42,0.0,6475,2,232557260817.0
849,2006,0,31,1132977,2.74,0.0,6475,5,232557260817.0
850,2006,1,39,3527369,1.11,0.0,6475,4,232557260817.0
851,2006,0,26,3412126,0.76,0.0,6475,4,232557260817.0
852,2007,1,225,634995,35.43,0.0,7918,5,287530508431.0
853,2007,1,577,3381171,17.07,0.0,7918,4,287530508431.0
854,2007,1,438,2582754,16.96,0.0,7918,5,287530508431.0
855,2007,1,490,3125322,15.68,0.0,7918,2,287530508431.0
856,2007,1,571,4436541,12.87,0.0,7918,0,287530508431.0
857,2007,0,146,3292790,4.43,0.0,7918,4,287530508431.0
858,2007,0,126,3120162,4.04,0.0,7918,2,287530508431.0
859,2007,0,108,3033008,3.56,0.0,7918,5,287530508431.0
860,2007,0,155,4601874,3.37,0.0,7918,0,287530508431.0
861,2007,0,31,1161794,2.67,0.0,7918,5,287530508431.0
862,2007,1,45,3530454,1.27,0.0,7918,3,287530508431.0
863,2007,0,34,3414627,1.0,0.0,7918,3,287530508431.0
864,2008,1,208,646185,32.19,0.0,9843,5,361558037110.0
865,2008,1,625,3410092,18.33,0.0,9843,4,361558037110.0
866,2008,1,463,2630686,17.6,0.0,9843,5,361558037110.0
867,2008,1,531,3172743,16.74,0.0,9843,2,361558037110.0
868,2008,1,582,4496672,12.94,0.0,9843,0,361558037110.0
869,2008,0,180,3319037,5.42,0.0,9843,4,361558037110.0
870,2008,0,173,4660022,3.71,0.0,9843,0,361558037110.0
871,2008,0,108,3088727,3.5,0.0,9843,5,361558037110.0
872,2008,0,36,1188016,3.03,0.0,9843,5,361558037110.0
